geoid,name,population,income,male,female,white,black,native,asian,hawaiian,other,mixed
1001,"Autauga County, Alabama",42512,29540.11498,0.479088257,0.520911743,0.789165412,0.181619307,0.004445804,0.008844562,0.000376364,0.006186489,0.009362062
1003,"Baldwin County, Alabama",152829,28116.15486,0.483265611,0.516734389,0.876319285,0.090342801,0.005725353,0.006981659,0,0.008905378,0.011725523
1005,"Barbour County, Alabama",21850,22118.00522,0.539816934,0.460183066,0.497345538,0.452814645,0.002196796,0.007414188,0,0.02604119,0.014187643
1007,"Bibb County, Alabama",18487,25625.44945,0.543192514,0.456807486,0.755233407,0.221615189,0.00865473,0.001027749,0,0.000324552,0.013144372
1009,"Blount County, Alabama",45634,30637.71122,0.491168865,0.508831135,0.957181049,0.014966911,0.005478371,0.001051847,0,0.009795328,0.011526493
1011,"Bullock County, Alabama",8633,24205.02919,0.539673346,0.460326654,0.292714004,0.680064867,0.008108421,0.000695008,0.00556006,0,0.012857639
1013,"Butler County, Alabama",16266,24486.09123,0.451186524,0.548813476,0.568670847,0.413623509,0.001536948,0.007254396,0,0.002151728,0.006762572
1015,"Calhoun County, Alabama",93690,24894.17442,0.473369623,0.526630377,0.76902551,0.200597716,0.002209414,0.007695592,0.000181449,0.007962429,0.01232789
1017,"Chambers County, Alabama",27605,27429.34429,0.469262815,0.530737185,0.597065749,0.388081869,0.002209745,0.006085854,0.000289803,0.000905633,0.005361348
1019,"Cherokee County, Alabama",21309,26417.20728,0.491482472,0.508517528,0.932375991,0.0462246,0.004411282,0.004223568,0.000140786,0.001689427,0.010934347
1021,"Chilton County, Alabama",34195,30309.83234,0.489925428,0.510074572,0.85766925,0.095832724,0.005205439,0.00260272,0,0.032899547,0.00579032
1023,"Choctaw County, Alabama",11015,26606.63404,0.467907399,0.532092601,0.563322742,0.430503858,0,0.000726282,0,0,0.005447118
1025,"Clarke County, Alabama",20188,28946.10675,0.467010105,0.532989895,0.553398058,0.437438082,0,0.002030909,0.002129978,0.001733703,0.003269269
1027,"Clay County, Alabama",10997,23900.97799,0.483950168,0.516049832,0.831863235,0.13858325,0.005001364,0,0,0.01191234,0.012639811
1029,"Cleburne County, Alabama",11779,26985.82061,0.485270396,0.514729604,0.951439002,0.031157144,0.004499533,0.003141183,0,0.004924017,0.00483912
1031,"Coffee County, Alabama",40049,28722.15808,0.489824964,0.510175036,0.782341632,0.165672052,0.008988988,0.0148568,0,0.005593148,0.022547379
1033,"Colbert County, Alabama",44184,27432.66621,0.475149375,0.524850625,0.810745971,0.157364657,0.006065544,0.004209669,0.00086004,0.009483071,0.011271048
1035,"Conecuh County, Alabama",10349,22617.2521,0.472799304,0.527200696,0.55174413,0.426997778,0.006860566,0.000966277,0,0,0.013431249
1037,"Coosa County, Alabama",9383,23238.39231,0.509858254,0.490141746,0.68187147,0.31216029,0.00074603,0,0,0,0.00522221
1039,"Covington County, Alabama",30618,24575.09707,0.476811026,0.523188974,0.857796068,0.12032138,0.005878895,0.003429355,0.000653211,0.002874126,0.009046966
1041,"Crenshaw County, Alabama",11077,26386.34531,0.478920285,0.521079715,0.727543559,0.236074749,0.008124944,0.013541573,0,0.010923535,0.00379164
1043,"Cullman County, Alabama",64539,26715.64425,0.489424999,0.510575001,0.959652303,0.013108353,0.004431429,0.004245495,0.000294396,0.008258572,0.010009452
1045,"Dale County, Alabama",39410,27876.6714,0.488454707,0.511545293,0.766201472,0.18853083,0.003907638,0.012864755,0,0.007333164,0.021162142
1047,"Dallas County, Alabama",32716,22244.87761,0.445042181,0.554957819,0.318712557,0.665576476,0.000641888,0.001192077,0.000611322,0.002017362,0.011248319
1049,"DeKalb County, Alabama",55312,24737.19947,0.489224761,0.510775239,0.90526468,0.017319931,0.012022708,0.003615852,5.42378E-05,0.039955163,0.021767428
1051,"Elmore County, Alabama",63990,30901.8712,0.481840913,0.518159087,0.763197375,0.205078919,0.005469605,0.006766682,0,0.008360681,0.011126739
1053,"Escambia County, Alabama",30510,25317.88817,0.519764012,0.480235988,0.634119961,0.316256965,0.03149787,0.001704359,0,0.006391347,0.010029499
1055,"Etowah County, Alabama",83490,25270.37152,0.475613846,0.524386154,0.825284465,0.146292969,0.004156186,0.007402084,0.000730626,0.00485088,0.011282788
1057,"Fayette County, Alabama",13755,24042.91356,0.482878953,0.517121047,0.867757179,0.122719011,0,0.001962923,0,0,0.007560887
1059,"Franklin County, Alabama",24650,25166.28848,0.485638945,0.514361055,0.904340771,0.047586207,0.008356998,0.000608519,0.001135903,0.03306288,0.004908722
1061,"Geneva County, Alabama",21527,24975.36201,0.483532308,0.516467692,0.875690993,0.094950527,0.002601384,0.003855623,0,0.007711246,0.015190226
1063,"Greene County, Alabama",6981,21534.63214,0.464546627,0.535453373,0.191806331,0.794155565,0.004870362,0.00143246,0,0,0.007735281
1065,"Hale County, Alabama",12109,24901.77752,0.468329342,0.531670658,0.418283921,0.565612354,0.001073582,0.002394913,0.001156165,0.006524073,0.004954992
1067,"Henry County, Alabama",13907,29071.95398,0.47278349,0.52721651,0.706334939,0.271302222,0,0.008556842,0,0.008628748,0.005177249
1069,"Houston County, Alabama",81209,27369.83869,0.469418414,0.530581586,0.72043739,0.24725092,0.003891194,0.008188748,2.46278E-05,0.008730559,0.01147656
1071,"Jackson County, Alabama",42773,24760.14879,0.48656863,0.51343137,0.921445772,0.032099689,0.017955252,0.004488813,0.001145582,0.006686461,0.01617843
1073,"Jefferson County, Alabama",522746,31170.77376,0.463481308,0.536518692,0.550391586,0.408446932,0.002460086,0.015041722,0.000198949,0.01560605,0.007854675
1075,"Lamar County, Alabama",11567,26074.73009,0.474798997,0.525201003,0.879830552,0.114982277,0.003198755,0.000172906,0,0.000432264,0.001383245
1077,"Lauderdale County, Alabama",75673,25544.89864,0.471145587,0.528854413,0.878992507,0.097273796,0.004995177,0.00856316,0.000118933,0.002127575,0.007928852
1079,"Lawrence County, Alabama",27129,29999.14678,0.481514247,0.518485753,0.790629953,0.111688599,0.048914446,0.001105828,0,0.001658742,0.046002433
1081,"Lee County, Alabama",119075,24199.60988,0.488104136,0.511895864,0.721058157,0.222985513,0.001730002,0.029880328,0.000755826,0.014049969,0.009540206
1083,"Limestone County, Alabama",69059,30486.2731,0.502439943,0.497560057,0.819140156,0.133639352,0.005994874,0.011613258,0.000419931,0.017999102,0.011193327
1085,"Lowndes County, Alabama",8662,24284.44516,0.462826137,0.537173863,0.267721081,0.730085431,0,0,0,0,0.002193489
1087,"Macon County, Alabama",17080,20060.73993,0.450351288,0.549648712,0.16528103,0.815163934,0.002810304,0.002224824,0,0.008021077,0.006498829
1089,"Madison County, Alabama",273601,33531.96843,0.484815479,0.515184521,0.704105614,0.233869759,0.006721467,0.025248446,0.001078212,0.007595001,0.021381501
1091,"Marengo County, Alabama",16332,28880.39101,0.461547881,0.538452119,0.485733529,0.50244918,0.002755327,0.001775655,0,0.003857458,0.003428851
1093,"Marion County, Alabama",24811,23561.95365,0.490467938,0.509532062,0.942968844,0.037765507,0.001854016,0.004191689,0,0.001410665,0.011809278
1095,"Marshall County, Alabama",73260,24221.80388,0.486104286,0.513895714,0.939284739,0.017212667,0.006784057,0.005050505,9.55501E-05,0.02046137,0.011111111
1097,"Mobile County, Alabama",324724,28140.46436,0.469897513,0.530102487,0.623424816,0.332904251,0.006796541,0.019182444,0.000184772,0.005743339,0.011763836
1099,"Monroe County, Alabama",17806,26240.65265,0.471919578,0.528080422,0.567449174,0.406099068,0.009266539,0.006177693,0,0.004155903,0.006851623
1101,"Montgomery County, Alabama",179376,28761.06297,0.465943047,0.534056953,0.416811614,0.540228347,0.00280974,0.021959459,0.000172821,0.0082341,0.009783918
1103,"Morgan County, Alabama",94887,26536.89283,0.487506192,0.512493808,0.837606838,0.116327843,0.008462698,0.006449777,0.000874725,0.014006134,0.016271987
1105,"Perry County, Alabama",8153,21935.16693,0.45934012,0.54065988,0.337299154,0.654605667,0.000245308,0.003679627,0,0.001471851,0.002698393
1107,"Pickens County, Alabama",15806,24628.32621,0.47741364,0.52258636,0.57870429,0.411932178,0,0,0,0.002024548,0.007338985
1109,"Pike County, Alabama",27473,22965.84352,0.471772286,0.528227714,0.60175445,0.352964729,0.00815346,0.023732392,0,0.001565173,0.011829797
1111,"Randolph County, Alabama",18164,26353.0855,0.475445937,0.524554063,0.78760185,0.19373486,0.002147104,0.001981942,0.001541511,0.003908831,0.009083902
1113,"Russell County, Alabama",44328,28660.06644,0.476628767,0.523371233,0.550712868,0.416621548,0.003180834,0.009226674,0.000992601,0.006970763,0.012294712
1115,"St. Clair County, Alabama",67375,31936.00125,0.494426716,0.505573284,0.886189239,0.092289425,0.004363636,0.007213358,5.93692E-05,0.004571429,0.005313544
1117,"Shelby County, Alabama",156603,37538.53837,0.481293462,0.518706538,0.83226375,0.111013199,0.002969292,0.018901298,0.000178796,0.025963743,0.008709923
1119,"Sumter County, Alabama",10935,18256.08358,0.449199817,0.550800183,0.265569273,0.712299954,0.002743484,0.01746685,0,0.00173754,0.000182899
1121,"Talladega County, Alabama",65362,23730.76558,0.482696368,0.517303632,0.66605979,0.311985557,0.005064105,0.004237936,0,0.004467428,0.008185184
1123,"Tallapoosa County, Alabama",33227,27260.93472,0.477774099,0.522225901,0.727089415,0.26051103,0.002317392,0.00015048,0,0.006861889,0.003069793
1125,"Tuscaloosa County, Alabama",160991,24815.51144,0.477107416,0.522892584,0.687019771,0.285916604,0.002229938,0.013944879,3.10576E-05,0.003571628,0.007286122
1127,"Walker County, Alabama",53071,24138.41688,0.478641819,0.521358181,0.917657478,0.05711217,0.002185751,0.003240941,0,0.006594939,0.01320872
1129,"Washington County, Alabama",13484,28524.84419,0.487689113,0.512310887,0.672723228,0.237689113,0.074755265,0.009492732,0,0.002595669,0.002743993
1131,"Wilcox County, Alabama",8839,22547.95554,0.457065279,0.542934721,0.287702229,0.703246974,0.00045254,0,0,0.006788098,0.00181016
1133,"Winston County, Alabama",19673,21665.39826,0.481421237,0.518578763,0.968637219,0.008539623,0.006404717,0.001169115,0.000609973,0,0.014639353
2013,"Aleutians East Borough, Alaska",2963,24726.28991,0.707391158,0.292608842,0.234222072,0.113736078,0.225784678,0.355720553,0.012487344,0.032737091,0.025312184
2016,"Aleutians West Census Area, Alaska",4901,30577.14915,0.637420935,0.362579065,0.332381147,0.060191798,0.124260355,0.366455825,0.020608039,0.047133238,0.048969598
2020,"Anchorage Municipality, Alaska",230822,40182.47323,0.509110917,0.490889083,0.692044086,0.057659149,0.068230065,0.082691425,0.018694059,0.015167532,0.065513686
2050,"Bethel Census Area, Alaska",11893,21946.60742,0.524005718,0.475994282,0.144875137,0.006726646,0.790549062,0.015975784,0.002690658,0.001513495,0.037669217
2060,"Bristol Bay Borough, Alaska",760,42682.22237,0.552631579,0.447368421,0.596052632,0.003947368,0.311842105,0.009210526,0.001315789,0.006578947,0.071052632
2068,"Denali Borough, Alaska",1668,32742.04856,0.51618705,0.48381295,0.853717026,0.023381295,0.038968825,0.049760192,0,0,0.034172662
2070,"Dillingham Census Area, Alaska",3501,24162.59754,0.516423879,0.483576121,0.215652671,0.003141959,0.704084547,0.01599543,0.000285633,0.005998286,0.054841474
2090,"Fairbanks North Star Borough, Alaska",76989,36116.82749,0.537453402,0.462546598,0.793489979,0.044642741,0.060930782,0.030380964,0.00470197,0.008884386,0.056969177
2100,"Haines Borough, Alaska",2110,28625.96825,0.541706161,0.458293839,0.823222749,0.000473934,0.078672986,0.01563981,0,0.00521327,0.076777251
2105,"Hoonah-Angoon Census Area, Alaska",1779,26092.9258,0.553681844,0.446318156,0.530635188,0.005059022,0.351320967,0.023608769,0.002248454,0.008431703,0.078695897
2110,"Juneau City and Borough, Alaska",25814,42766.77729,0.512357635,0.487642365,0.721895096,0.012590067,0.122297978,0.060393585,0.009413497,0.009181065,0.064228713
2122,"Kenai Peninsula Borough, Alaska",45114,33447.25467,0.528483398,0.471516602,0.861351244,0.00704881,0.072460877,0.011504189,0.000930975,0.005475019,0.041228887
2130,"Ketchikan Gateway Borough, Alaska",10820,33865.86488,0.518299445,0.481700555,0.719593346,0.004436229,0.140203327,0.067652495,0.000554529,0.004621072,0.062939002
2150,"Kodiak Island Borough, Alaska",10499,31404.08848,0.52738356,0.47261644,0.568149348,0.01076293,0.140013335,0.206210115,0.004857605,0.022764073,0.047242595
2164,"Lake and Peninsula Borough, Alaska",1078,21300.15863,0.496289425,0.503710575,0.258812616,0,0.681818182,0.012987013,0.006493506,0.000927644,0.038961039
2170,"Matanuska-Susitna Borough, Alaska",70388,38229.98375,0.521679832,0.478320168,0.861936694,0.010058533,0.054000682,0.014718418,0.002557254,0.006393135,0.050335284
2180,"Nome Census Area, Alaska",6809,24448.82494,0.537230137,0.462769863,0.216478191,0.00925246,0.679982376,0.013070936,0.001615509,0.002790424,0.076810104
2185,"North Slope Borough, Alaska",7472,57463.03547,0.666220557,0.333779443,0.398420771,0.005754818,0.463998929,0.050321199,0.012981799,0.019673448,0.048849036
2188,"Northwest Arctic Borough, Alaska",5223,25813.99043,0.542791499,0.457208501,0.151062608,0.00459506,0.784606548,0.009955964,0.000382922,0.007084051,0.042312847
2195,"Petersburg Borough, Alaska",2644,29721.56543,0.531770045,0.468229955,0.758320726,0.024962179,0.069213313,0.017397882,0.003782148,0.048411498,0.077912254
2198,"Prince of Wales-Hyder Census Area, Alaska",4954,24424.45256,0.547234558,0.452765442,0.504440856,0.003835285,0.411182883,0.00625757,0.002422285,0.002422285,0.069438837
2220,"Sitka City and Borough, Alaska",7144,36294.18365,0.505459127,0.494540873,0.687849944,0.010218365,0.143896976,0.061870101,0.000979843,0.014697648,0.080487122
2230,"Skagway Municipality, Alaska",811,39219.32306,0.533908755,0.466091245,0.760789149,0,0.040690506,0.143033292,0,0.002466091,0.053020962
2240,"Southeast Fairbanks Census Area, Alaska",5354,36860.50616,0.564251027,0.435748973,0.833395592,0.005603287,0.108703773,0.013634666,0.002241315,0.006537168,0.029884199
2261,"Valdez-Cordova Census Area, Alaska",7488,35235.12447,0.538327991,0.461672009,0.760817308,0.003872863,0.151709402,0.028311966,0.005074786,0.010016026,0.04019765
2270,"Wade Hampton Census Area, Alaska",4908,13414.12999,0.529543602,0.470456398,0.052159739,0.002444988,0.884270579,0.004889976,0.003463733,0,0.052770986
2275,"Wrangell City and Borough, Alaska",2062,30974.56305,0.501454898,0.498545102,0.74442289,0.001939864,0.153249273,0.032492726,0,0.000969932,0.066925315
2282,"Yakutat City and Borough, Alaska",507,35585.2071,0.615384615,0.384615385,0.424063116,0.072978304,0.287968442,0.039447732,0.00591716,0.025641026,0.143984221
2290,"Yukon-Koyukuk Census Area, Alaska",4205,21312.90797,0.54863258,0.45136742,0.245422117,0.002615933,0.695838288,0.005231867,0,0.003091558,0.047800238
4001,"Apache County, Arizona",52975,24235.40151,0.495082586,0.504917414,0.251401605,0.005681925,0.714374705,0.003850873,0.000509674,0.012930628,0.01125059
4003,"Cochise County, Arizona",104263,24670.16702,0.508943729,0.491056271,0.823465659,0.03938118,0.011346307,0.019546723,0.001198891,0.068614945,0.036446294
4005,"Coconino County, Arizona",108682,22457.85687,0.489869528,0.510130472,0.658903958,0.016010011,0.241061077,0.01600081,0.001380173,0.039316538,0.027327432
4007,"Gila County, Arizona",43457,24629.32391,0.493982557,0.506017443,0.820650298,0.006005937,0.127574384,0.005982926,0.00018409,0.023678579,0.015923787
4009,"Graham County, Arizona",27918,27769.18364,0.546779855,0.453220145,0.773372018,0.026864389,0.12787449,0.005480335,0.001396948,0.051364711,0.013647109
4011,"Greenlee County, Arizona",6535,35510.42754,0.52165264,0.47834736,0.857383321,0.016832441,0.031828615,0.003213466,0,0.071461362,0.019280796
4012,"La Paz County, Arizona",17208,23366.49547,0.510111576,0.489888424,0.765690377,0.002847513,0.112447699,0.007438401,0.001743375,0.098907485,0.010925151
4013,"Maricopa County, Arizona",3047709,32182.22246,0.48976231,0.51023769,0.818275301,0.049405307,0.017799928,0.037959005,0.001956224,0.053963485,0.02064075
4015,"Mohave County, Arizona",167761,22193.94182,0.501338213,0.498661787,0.900614565,0.010920297,0.017495127,0.012130352,0.001537902,0.028326011,0.028975745
4017,"Navajo County, Arizona",80066,23352.19074,0.49631554,0.50368446,0.51889691,0.006319786,0.412684535,0.004970899,0.002622836,0.034958659,0.019546374
4019,"Pima County, Arizona",796692,26358.88622,0.487325089,0.512674911,0.807466373,0.034188871,0.028445121,0.028456417,0.001404558,0.07529133,0.02474733
4021,"Pinal County, Arizona",300152,30562.8225,0.522488606,0.477511394,0.809306618,0.045023855,0.049464938,0.017424505,0.00261201,0.055678456,0.020489619
4023,"Santa Cruz County, Arizona",35058,23878.84859,0.461977295,0.538022705,0.77776827,0.004906156,0.002766844,0.009641166,0.000770152,0.194078384,0.010069028
